ImagenURL: ../resources/img/actividad/torneo-de-volleyball-interuniversitario.webp | Duracion: 0,0,0,0,0,0,0,0,0 | ZoomScale: 1,1,1,1,1,1,1,1,1 | Region: 1,1;1,2;1,3;2,1;2,2;2,3;3,1;3,2;3,3 | Criterio: Region: 1,1;1,2;1,3;2,1;2,2;2,3;3,1;3,2;3,3 | Criterio: jugadores en la cancha de voleibol en posicin defensiva,red de voleibol en el centro de la cancha,jugadores en el equipo contrario listos para atacar,jugador en la posicin de servicio, listo para sacar,rbitro observando el juego desde la lnea,pblico animando desde las gradas,detalles de la cancha con lneas de demarcacin,uniformes de los jugadores en colores contrastantes,baln de voleibol en el aire
ImagenURL: ../resources/img/actividad/maratón-universitaria-10k.webp | Duracion: 0,0,0,0,0,0,0,0,0 | ZoomScale: 1,1,1,1,1,1,1,1,1 | Region: 1,1;1,2;1,3;2,1;2,2;2,3;3,1;3,2;3,3 | Criterio: Region: 1,1;1,2;1,3;2,1;2,2;2,3;3,1;3,2;3,3 | Criterio: ciclistas montando sus bicicletas sobre un camino de tierra,personas caminando en el sendero al fondo,zona verde con csped y rboles,ciclista en primer plano con camiseta clara,ciclista ms atrs, con bicicleta azul,grupos de personas disfrutando del paisaje,camino de tierra rodeado de vegetacin,sombra de los rboles sobre el camino,nubes en el cielo, dando un aspecto soleado
ImagenURL: ../resources/img/actividad/festival-de-teatro-estudiantil.webp | Duracion: 0,0,0,0,0,0,0,0,0 | ZoomScale: 1,1,1,1,1,1,1,1,1 | Region: 1,1;1,2;1,3;2,1;2,2;2,3;3,1;3,2;3,3 | Criterio: Region: 1,1;1,2;1,3;2,1;2,2;2,3;3,1;3,2;3,3 | Criterio: escenario con actores vestidos con trajes de poca,fondo del escenario con decoraciones arquitectnicas,orquesta en la parte inferior de la imagen,actores tomando una reverencia al final de la actuacin,pblico en las gradas observando la obra,vestidos coloridos de las actrices en el escenario,iluminacin del escenario enfocada en los actores,detalle de la orquesta con instrumentos,msica en vivo acompaando la obra de teatro
ImagenURL: ../resources/img/actividad/exhibición-de-fotografía-“naturaleza-y-cultura”.webp | Duracion: 0,0,0,0,0,0,0,0,0 | ZoomScale: 1,1,1,1,1,1,1,1,1 | Region: 1,1;1,2;1,3;2,1;2,2;2,3;3,1;3,2;3,3 | Criterio: Region: 1,1;1,2;1,3;2,1;2,2;2,3;3,1;3,2;3,3 | Criterio: cuadros grandes colgados en la pared,iluminacin artificial sobre las obras de arte,alfombras decorativas en el suelo,marcos de colores vivos alrededor de los cuadros,diagrama o pintura abstracta en uno de los cuadros,detalles de las obras con retratos de personas,pared de color oscuro que destaca las obras,espacio bien iluminado que crea un ambiente acogedor,parede con inscripciones artsticas
ImagenURL: ../resources/img/actividad/torneo-de-ping-pong-interno.webp | Duracion: 0,0,0,0,0,0,0,0,0 | ZoomScale: 1,1,1,1,1,1,1,1,1 | Region: 1,1;1,2;1,3;2,1;2,2;2,3;3,1;3,2;3,3 | Criterio: Region: 1,1;1,2;1,3;2,1;2,2;2,3;3,1;3,2;3,3 | Criterio: jugador en accin a punto de golpear la pelota de ping pong,mesa de ping pong con la red visible en el centro,pblico detrs con asientos vacos,jugador en la posicin de recibir, con raqueta lista,detalles de las camisetas de los jugadores,pelota en el aire entre los dos jugadores,fondo con iluminacin concentrada en la mesa,reflejo de los jugadores en la mesa,atencin del pblico hacia el juego
ImagenURL: ../resources/img/actividad/competencia-de-robótica-interuniversitaria.webp | Duracion: 0,0,0,0,0,0,0,0,0 | ZoomScale: 1,1,1,1,1,1,1,1,1 | Region: 1,1;1,2;1,3;2,1;2,2;2,3;3,1;3,2;3,3 | Criterio: Region: 1,1;1,2;1,3;2,1;2,2;2,3;3,1;3,2;3,3 | Criterio: estudiantes trabajando en un proyecto de robtica,mesas de trabajo con herramientas y piezas de robtica,maquinaria avanzada en el fondo del aula,grupo de estudiantes colaborando en un robot,detalles de componentes electrnicos sobre la mesa,maestros supervisando y asistiendo a los estudiantes,luz natural ingresando por las ventanas,pizarras y pantallas mostrando diagramas tcnicos,diversidad de herramientas y equipos en el aula
ImagenURL: ../resources/img/actividad/torneo-de-fútbol-intercampus.webp | Duracion: 0,0,0,0,0,0,0,0,0 | ZoomScale: 1,1,1,1,1,1,1,1,1 | Region: 1,1;1,2;1,3;2,1;2,2;2,3;3,1;3,2;3,3 | Criterio: Region: 1,1;1,2;1,3;2,1;2,2;2,3;3,1;3,2;3,3 | Criterio: jugador con camiseta blanca conduciendo el baln,jugador del equipo contrario tratando de recuperar el baln,baln de ftbol en el campo,jugador con el nmero 10 en la camiseta,jugador con el nmero 28 tratando de interceptar,fondo con espectadores en las gradas,campo de ftbol con lneas demarcatorias,iluminacin del estadio enfocada en los jugadores,tensin en la accin del juego
ImagenURL: ../resources/img/actividad/jornada-de-danza.webp | Duracion: 0,0,0,0,0,0,0,0,0 | ZoomScale: 1,1,1,1,1,1,1,1,1 | Region: 1,1;1,2;1,3;2,1;2,2;2,3;3,1;3,2;3,3 | Criterio: Region: 1,1;1,2;1,3;2,1;2,2;2,3;3,1;3,2;3,3 | Criterio: grupo de bailarines en una pose dinmica,bailarn levantando a otra persona en el aire,expresiones faciales intensas de los bailarines,divisin de bailarines en dos grupos,bailarines en diferentes posiciones y ngulos,vestimenta negra y tonos neutros de los bailarines,fondo neutro que resalta a los bailarines,iluminacin suave que destaca las siluetas,movimiento coordinado entre los bailarines
ImagenURL: ../resources/img/actividad/taller-de-literatura-y-poesía.webp | Duracion: 0,0,0,0,0,0,0,0,0 | ZoomScale: 1,1,1,1,1,1,1,1,1 | Region: 1,1;1,2;1,3;2,1;2,2;2,3;3,1;3,2;3,3 | Criterio: Region: 1,1;1,2;1,3;2,1;2,2;2,3;3,1;3,2;3,3 | Criterio: grupo de mujeres sentadas en un sof,algunas mujeres tomando notas en porttiles,mujer de pie al frente dirigindose al grupo,variedad de atuendos entre las participantes,ambientacin luminosa y acogedora,decoracin moderna y minimalista en el fondo,platos de comida y bebida en la mesa,sonrisas y atencin del grupo hacia la oradora,diversidad en la disposicin de las participantes
ImagenURL: ../resources/img/actividad/festival-de-ciclismo-universitario.webp | Duracion: 0,0,0,0,0,0,0,0,0 | ZoomScale: 1,1,1,1,1,1,1,1,1 | Region: 1,1;1,2;1,3;2,1;2,2;2,3;3,1;3,2;3,3 | Criterio: Region: 1,1;1,2;1,3;2,1;2,2;2,3;3,1;3,2;3,3 | Criterio: ciclista en primer plano subiendo una pendiente,grupo de ciclistas en diferentes posiciones,bicicletas de competicin con diseo aerodinmico,ciclista con casco rojo, marcando el camino,ciclistas en ropa de colores vivos,fondo de vegetacin y ruta en una colina,detalles de las ruedas y frenos de las bicicletas,concentracin visible en los rostros de los ciclistas,impresin de velocidad en la escena
